"analitico_registro","analitico_humedad","analitico_s","analitico_t","analitico_ph_pasta","analitico_ph_h2o","analitico_ph_kcl","analitico_resistencia_pasta","analitico_base_ca","analitico_base_mg","analitico_base_k","analitico_base_na","analitico_arcilla","analitico_carbono_organico_c","analitico_carbono_organico_n","analitico_limo_2_20","analitico_limo_2_50","analitico_arena_muy_fina","analitico_arena_fina","analitico_arena_media","analitico_arena_gruesa","analitico_arena_muy_gruesa","analitico_arena_total","analitico_gravas","analitico_ca_co3","analitico_agua_15_atm","analitico_agua_util","analitico_conductividad","analitico_h","analitico_saturacion_t","analitico_saturacion_s_h","analitico_densidad_aparente","analitico_profundidad_muestra","analitico_agua_3_atm","analitico_carbono_organico_cn","analitico_base_al","analitico_p_ppm","barnices","co3","color_humedo_hvc","color_seco_hvc","concreciones","consistencia_en_seco","consistencia_en_humedo","consistencia_adhesividad","consistencia_plasticidad","estructura_tipo","estructura_clase","estructura_grado","formaciones_especiales","horizonte","humedad","id","limite_tipo","limite_forma","moteados","perfil_id","perfil_numero","perfil_profundidad_napa","perfil_cobertura_vegetal","perfil_material_original","perfil_modal","perfil_fecha","perfil_vegetacion_o_cultivos","perfil_observaciones","perfil_publico","perfil_capacidad_subclases","perfil_capacidad_clase","perfil_ubicacion_descripcion","perfil_ubicacion_recorrido","perfil_ubicacion_mosaico","perfil_ubicacion_aerofoto","perfil_ubicacion_latitud","perfil_ubicacion_longitud","perfil_paisaje_tipo","perfil_paisaje_forma","perfil_paisaje_simbolo","perfil_humedad_subclases","perfil_humedad_clase","perfil_erosion_clase","perfil_erosion_subclase","perfil_pedregosidad_clase","perfil_pedregosidad_subclase","perfil_serie_nombre","perfil_serie_simbolo","perfil_serie_descripcion","perfil_serie_provincia","perfil_grupo_codigo","perfil_grupo_descripcion","perfil_fase_codigo","perfil_fase_nombre","perfil_sales","perfil_uso_de_la_tierra","perfil_relieve","perfil_permeabilidad","perfil_escurrimiento","perfil_pendiente","perfil_anegamiento","perfil_drenaje","perfil_posicion","ph","profundidad_inferior","profundidad_superior","raices","textura"
"","40.1","16.7","214.2","5.2","5.6","4.3","4038.0","13.2","2.4","0.5","0.6","30.7","5.53","0.576","36.6","49.4","3.9","15.2","0.8","","","","","0.0","","","","10.2","69.0","","","3-9","","10.0","","","","","10YR 2/2","","","ligeramente duro","","","","bloques angulares","medios","débil","","A1","","8412","claro","suave","FeMn c f d","1906","80C INTA Castelar","100.0","","","modal","1976-05-03","pastizal hidrófilo","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","3 km al N del Puerto San Juan. Dpto. Islas del Ibicuy","","3360-29-1","","-33.423094","-59.461754","Dunas","de la antigua costa de transgresión y emersión - Lomas eólicas de acumulación/deflación","Dm","","","","","","","Puerto San Juán","PSJ","","Entre Ríos","","Argiudol ácuico","","","","","subnormal","moderadamente lenta","","","clase 4","clase 0","bajo","","11","0","3","franco arcilloso"
"","26.4","14.7","13.3","5.8","7.0","4.9","5990.0","10.5","3.4","0.3","0.5","23.2","0.69","0.077","43.0","60.2","1.7","14.3","0.6","","","","","0.0","","","","3.1","100.0","","","13-23","","9.0","","","","","10YR 3/2","","","ligeramente duro","","","","bloques subangulares","medios","débil","","A/C","","8413","abrupto","suave","FeMn c f p","1906","80C INTA Castelar","100.0","","","modal","1976-05-03","pastizal hidrófilo","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","3 km al N del Puerto San Juan. Dpto. Islas del Ibicuy","","3360-29-1","","-33.423094","-59.461754","Dunas","de la antigua costa de transgresión y emersión - Lomas eólicas de acumulación/deflación","Dm","","","","","","","Puerto San Juán","PSJ","","Entre Ríos","","Argiudol ácuico","","","","","subnormal","moderadamente lenta","","","clase 4","clase 0","bajo","","24","11","3","franco limoso"
"","36.7","30.6","32.0","6.1","7.3","5.2","2019.0","19.6","9.4","0.4","1.2","42.0","0.3","0.06","48.5","52.5","2.2","3.1","0.2","","","","","0.0","","","","4.2","96.0","","","33-43","","5.0","","","clsk xxx","","10YR 3/1","","","","firme","","","prismas compuestos irregulares","medios","fuerte","slck x","IIB21t","","8414","claro","ondulado","FeMn c f d","1906","80C INTA Castelar","100.0","","","modal","1976-05-03","pastizal hidrófilo","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","3 km al N del Puerto San Juan. Dpto. Islas del Ibicuy","","3360-29-1","","-33.423094","-59.461754","Dunas","de la antigua costa de transgresión y emersión - Lomas eólicas de acumulación/deflación","Dm","","","","","","","Puerto San Juán","PSJ","","Entre Ríos","","Argiudol ácuico","","","","","subnormal","moderadamente lenta","","","clase 4","clase 0","bajo","","48","24","2","arcilloso limoso"
"","26.1","23.2","23.1","6.5","7.5","5.2","2961.0","14.9","7.0","0.4","0.9","30.0","","","43.2","51.0","2.1","15.2","1.7","","","","","0.0","","","","1.7","100.0","","","50-60","","","","","clsk x","","10YR 4/2","","FeMn xxx","","friable","","","prismas","","débil","","IIB22t","","8415","abrupto","ondulado","FeMn c f d","1906","80C INTA Castelar","100.0","","","modal","1976-05-03","pastizal hidrófilo","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","3 km al N del Puerto San Juan. Dpto. Islas del Ibicuy","","3360-29-1","","-33.423094","-59.461754","Dunas","de la antigua costa de transgresión y emersión - Lomas eólicas de acumulación/deflación","Dm","","","","","","","Puerto San Juán","PSJ","","Entre Ríos","","Argiudol ácuico","","","","","subnormal","moderadamente lenta","","","clase 4","clase 0","bajo","","65","48","1","franco arcillo limoso"
"","17.1","15.2","13.7","6.2","7.6","5.8","3971.0","10.4","3.6","0.2","1.0","18.5","","","27.8","43.3","3.4","34.1","0.7","","","","","0.0","","","","1.6","100.0","","","69-80","","","","","","","10YR 4/3","","FeMn xxx","","friable","","","masiva","","","","IIIC1","","8416","abrupto","ondulado","FeMn c f p","1906","80C INTA Castelar","100.0","","","modal","1976-05-03","pastizal hidrófilo","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","3 km al N del Puerto San Juan. Dpto. Islas del Ibicuy","","3360-29-1","","-33.423094","-59.461754","Dunas","de la antigua costa de transgresión y emersión - Lomas eólicas de acumulación/deflación","Dm","","","","","","","Puerto San Juán","PSJ","","Entre Ríos","","Argiudol ácuico","","","","","subnormal","moderadamente lenta","","","clase 4","clase 0","bajo","","90","65","","franco"
"","1.5","3.1","1.8","6.1","7.3","6.4","24229.0","2.0","0.9","0.05","0.15","0.5","","","0.7","1.2","1.3","93.3","3.7","","","","","0.0","","","","0.6","100.0","","","96-108","","","","","","","10YR 6/3","","","","suelto","","","grano suelto","","","","IVC2","","8417","abrupto","ondulado","FeMn c f d","1906","80C INTA Castelar","100.0","","","modal","1976-05-03","pastizal hidrófilo","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","3 km al N del Puerto San Juan. Dpto. Islas del Ibicuy","","3360-29-1","","-33.423094","-59.461754","Dunas","de la antigua costa de transgresión y emersión - Lomas eólicas de acumulación/deflación","Dm","","","","","","","Puerto San Juán","PSJ","","Entre Ríos","","Argiudol ácuico","","","","","subnormal","moderadamente lenta","","","clase 4","clase 0","bajo","","112","90","","arenoso"
"","2.9","3.8","3.55","7.2","8.0","6.3","11979.0","1.75","1.65","0.05","0.35","3.5","","","2.3","4.3","0.3","88.1","3.8","","","","","0.0","","","","0.6","100.0","","","112-115","","","","","","","2.5YR 2/3","","","","suelto","","","grano suelto","","","","VC3","","8418","abrupto","ondulado","","1906","80C INTA Castelar","100.0","","","modal","1976-05-03","pastizal hidrófilo","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","3 km al N del Puerto San Juan. Dpto. Islas del Ibicuy","","3360-29-1","","-33.423094","-59.461754","Dunas","de la antigua costa de transgresión y emersión - Lomas eólicas de acumulación/deflación","Dm","","","","","","","Puerto San Juán","PSJ","","Entre Ríos","","Argiudol ácuico","","","","","subnormal","moderadamente lenta","","","clase 4","clase 0","bajo","","115","112","","arenoso"
"","1.3","2.35","1.8","7.0","8.7","7.0","11306.0","0.8","1.0","0.05","0.45","1.5","","","0.5","0.5","0.4","92.5","5.1","","","","","0.0","","","","0.4","100.0","","","118-128","","","","","","","10YR 6/6","","","","suelto","","","grano suelto","","","","VIC4","","8419","abrupto","ondulado","FeMn c f d","1906","80C INTA Castelar","100.0","","","modal","1976-05-03","pastizal hidrófilo","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","3 km al N del Puerto San Juan. Dpto. Islas del Ibicuy","","3360-29-1","","-33.423094","-59.461754","Dunas","de la antigua costa de transgresión y emersión - Lomas eólicas de acumulación/deflación","Dm","","","","","","","Puerto San Juán","PSJ","","Entre Ríos","","Argiudol ácuico","","","","","subnormal","moderadamente lenta","","","clase 4","clase 0","bajo","","134","115","","arenoso"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134-145","","","","","","","","","","","","","","","","","similar a la capa VC3","VIIC5","","8420","abrupto","suave","","1906","80C INTA Castelar","100.0","","","modal","1976-05-03","pastizal hidrófilo","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","3 km al N del Puerto San Juan. Dpto. Islas del Ibicuy","","3360-29-1","","-33.423094","-59.461754","Dunas","de la antigua costa de transgresión y emersión - Lomas eólicas de acumulación/deflación","Dm","","","","","","","Puerto San Juán","PSJ","","Entre Ríos","","Argiudol ácuico","","","","","subnormal","moderadamente lenta","","","clase 4","clase 0","bajo","","145","134","",""
"","1.4","4.4","2.4","7.9","8.4","7.6","15479.0","2.0","1.85","0.05","0.5","1.5","","","0.5","0.8","0.6","94.3","2.8","","","","","0.0","","","","","100.0","","","150-160","","","","","","","10YR 5/4","","","","","no adhesivo","no plástico","grano suelto","","","","VIIIC6","","8421","","","","1906","80C INTA Castelar","100.0","","","modal","1976-05-03","pastizal hidrófilo","Al no disponer de la ficha original, se cargó en base a las publicaciones donde aparecía la serie.","true","","","3 km al N del Puerto San Juan. Dpto. Islas del Ibicuy","","3360-29-1","","-33.423094","-59.461754","Dunas","de la antigua costa de transgresión y emersión - Lomas eólicas de acumulación/deflación","Dm","","","","","","","Puerto San Juán","PSJ","","Entre Ríos","","Argiudol ácuico","","","","","subnormal","moderadamente lenta","","","clase 4","clase 0","bajo","","160","145","","arenoso"
